Public Food Key,Food Profile ID,Derivation,Food Name,Food Description,Sampling Details,Nitrogen Factor,Fat Factor,Specific Gravity,Analysed Portion,Unanalysed Portion,Classification,Classification Name
F000964,6890,Recipe,"Beef, topside roast, semi-trimmed, roasted, no added fat",Cooked beef from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"94.7% (lean meat 91.3%, internal fat 3.4%)","5.3% (external fat 4.6%, bone/gristle 0.7%)",18101,Beef
F000966,6891,Recipe,"Beef, topside roast, untrimmed, raw",Raw beef from the hind portion of the carcase. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"99.3% (lean meat 89.7%, internal fat 3.2%, external fat 6.4%)",0.7% (bone/gristle),18101,Beef
F000967,6892,Recipe,"Beef, topside roast, untrimmed, roasted, no added fat",Cooked beef from the midsection of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"99.3% (lean meat 91.3%, internal fat 3.4%, external fat 4.6%)",0.7% (bone/gristle),18101,Beef
F009361,8023,Recipe,"Veal, boneless dice or strips, lean, raw","Raw veal, purchased diced or in strips and likely to be from various regions of the carcase. Lean muscle meat with some inseparable internal fat. All possible internal and external separable fat removed.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients. ,0,0,0,"98% (lean meat 97.6%, inseparable internal fat 0.4%)","2% (internal/external fat 1.4%, bone/gristle 0.6%)",18104,Veal
F009362,8024,Recipe,"Veal, boneless dice or strips, lean, stir-fried, no added fat","Cooked veal, purchased diced or in strips and likely to be from various regions of the carcase.  Lean muscle meat with some inseparable internal fat. All possible internal and external separable fat removed. Fried for 2-5 minutes with no added fat.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"99.9% (lean meat 97.1%, internal/external fat 2.8%)",0.1% (bone/gristle),18104,Veal
F009363,8025,Recipe,"Veal, boneless dice or strips, untrimmed, raw","Raw veal, purchased diced or in strips and likely to be from various regions of the carcase. Lean muscle meat with internal and external fat attached.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"99.4% (lean meat 97.6%, internal/external fat 1.8%)",0.6% (bone/gristle),18104,Veal
F009364,8026,Recipe,"Veal, boneless dice or strips, untrimmed, stir-fried, no added fat","Cooked veal, purchased diced or in strips and likely to be from various regions of the carcase. Lean muscle meat with internal and external fat attached. Fried for 2-5 minutes with no added fat.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"99.9% (lean meat 97.1%, internal/external fat 2.8%)",0.1% (bone/gristle),18104,Veal
F009370,8005,Analysed,"Veal, cutlet, with bone, lean, raw","Raw veal from the midsection of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.","The majority of nutrient data were derived from a composite of 10 samples of veal cutlets purchased in Melbourne and Sydney in 2002 (MLA, 2007). Vitamins were derived from a pooled sample of stir fry, diced, cutlet and leg steak cuts using the samples gathered for proximate analysis in the same program. Iodine was imputed from beef rump steak. Vitamin C was imputed from beef blade steak. Tryptophan was derived from mince and rump steak samples purchased in 2006 and 2008. Vitamin D was imputed from beef. Proximates (starch, fibre, individual sugars, alcohol) were imputed zero.",6.25,0.92,0,100%,0%,18104,Veal
F009369,8006,Analysed,"Veal, cutlet, with bone, lean, grilled, no added fat","Cooked veal from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.","The majority of nutrient data were derived from a composite of 10 samples of veal cutlets purchased in Melbourne and Sydney in 2002 (MLA, 2007). Vitamins were derived from a pooled sample of stir fry, diced, cutlet and leg steak cuts using the samples gathered for proximate analysis in the same program. Tryptophan was derived from mince and rump steak samples purchased in 2006 and 2008. Iodine is imputed from beef rump steak. Vitamin D was imputed from beef. Proximates (starch, fibre, individual sugars, alcohol) and vitamin C were imputed zero.",6.25,0.92,0,100%,0%,18104,Veal
F009372,8007,Recipe,"Veal, cutlet, with bone, semi-trimmed, raw",Raw veal from the midsection of the carcase. Lean muscle meat with some inseparable internal fat. Majority of internal and external separable fat removed.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"79.2% (lean meat 76.3%, inseparable internal fat 2.9%)","20.8% (internal fat 1.7%, external fat 1%, bone/gristle 18.1%)",18104,Veal
F009371,8008,Recipe,"Veal, cutlet, with bone, semi-trimmed, grilled, no added fat",Cooked veal from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with some inseparable internal fat. All possible internal and external separable fat removed after cooking.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"65.8% (lean meat 63%), inseparable internal fat 2.8%)","34.2% (internal fat 2.1%, external fat 0.5%, bone/gristle 31.6%)",18104,Veal
F009374,8009,Recipe,"Veal, cutlet, with bone, untrimmed, raw",Raw veal from the midsection of the carcase. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"81.9% (lean meat 76.3%, internal fat 4.6%, external fat 1%)",18.1% (bone/gristle),18104,Veal
F009373,8010,Recipe,"Veal, cutlet, with bone, untrimmed, grilled, no added fat",Cooked veal from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"68.4% (lean meat 63%, internal fat 4.9%, external fat 0.5%)",31.6% (bone/gristle),18104,Veal
F009379,8011,Analysed,"Veal, diced, lean, raw","Raw veal, purchased diced and likely to be from various regions of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.","The majority of nutrient data were derived from a composite of 10 samples of diced veal purchased in Melbourne and Sydney in 2002 (MLA, 2007). Vitamins were derived from a pooled sample of stir-fry, diced, cutlet and leg steak cuts using the samples gathered for proximate analysis in the same program. Vitamin C was derived from a composite sample of lean blade steak purchased in Adelaide in 1988. Tryptophan was derived from mince and rump steak samples purchased in 2006 and 2008. Iodine was imputed from beef rump steak. Vitamin D was imputed from beef. Proximates (starch, fibre, individual sugars, alcohol) were imputed zero.",6.25,0.92,0,100%,0%,18104,Veal
F009380,8012,Analysed,"Veal, diced, lean, stir-fried, no added fat","Cooked veal, purchased diced and likely to be from various regions of the carcase. Fried for 3-5 minutes with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.","The majority of nutrient data were derived from a composite of 10 samples of diced veal purchased in Melbourne and Sydney in 2002 (MLA, 2007). Vitamins were derived from a pooled sample of stir-fry, diced, cutlet and leg steak cuts using the samples gathered for proximate analysis in the same program. Tryptophan was derived from mince and rump steak samples purchased in 2006 and 2008. Iodine was imputed from beef rump steak. Vitamin D was imputed from beef. Proximates (starch, fibre, individual sugars, alcohol) and vitamin C were imputed zero.",6.25,0.92,0,100%,0%,18104,Veal
F009381,8013,Recipe,"Veal, diced, untrimmed, raw","Raw veal, purchased diced and likely to be from various regions of the carcase. Lean muscle meat with internal and external fat attached.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"99.4% (lean meat 97.6%, internal/external fat 1.8%)",0.6% (bone/gristle),18104,Veal
F009382,8014,Recipe,"Veal, diced, untrimmed, stir-fried, no added fat","Cooked veal, purchased diced and likely to be from various regions of the carcase. Fried for 2-5 minutes with no added fat. Lean muscle meat with internal and external fat attached.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"99.9% (lean meat 97.1%, internal/external fat 2.8%)",0.1% (bone/gristle),18104,Veal
F009433,8015,Analysed,"Veal, steak, boneless, leg, lean, raw","Raw veal from the hind portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.","The majority of nutrient data were derived from a composite of 10 samples of veal leg steak purchased in Melbourne and Sydney in 2002 (MLA, 2007). Vitamins were derived from a pooled sample of stir-fry, diced, cutlet and leg steak cuts using the samples gathered for proximate analysis in the same program. Tryptophan was derived from mince and rump steak samples purchased in 2006 and 2008. Iodine was imputed from beef rump steak. Vitamin C was imputed from beef blade steak. Vitamin D was imputed from beef. Proximates (starch, fibre, individual sugars, alcohol) were imputed zero.",6.25,0.92,0,100%,0%,18104,Veal
F009432,8016,Analysed,"Veal, steak, boneless, leg, lean, grilled, no added fat","Cooked veal from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.","The majority of nutrient data were derived from a composite of 10 samples of veal leg steak purchased in Melbourne and Sydney in 2002 (MLA, 2007). Vitamins were derived from a pooled sample of stir-fry, diced, cutlet and leg steak cuts using the samples gathered for proximate analysis in the same program. Tryptophan was derived from mince and rump steak samples purchased in 2006 and 2008. Iodine is imputed from beef rump steak. Vitamin D was imputed from beef. Proximates (starch, fibre, individual sugars, alcohol) and vitamin C were imputed zero.",6.25,0.92,0,100%,0%,18104,Veal
